Rank,Title,Author,Publisher,Publish Date,Sale Price,Original Price,Discount Rate,Sale Index,Review Count,Rating,Detail Link,Description
905,웹툰 제작 가이드 with AI,김가이,길벗캠퍼스,2025년 05월,30000,30000,0%,510,11,9.8,https://www.yes24.com/product/goods/146504995,"기획안 설계부터 글콘티, 캐릭터, 배경 이미지, 웹툰 숏폼 영상까지 AI 생성
기초 프로세스 이해부터 웹툰 제작을 위한 작업 구성
펜과 잉크로 그리던 출판만화에서 와콤 타블렛을 활용한 디지털 드로잉 기반의 웹툰으로 이어진 변화는 이제 ‘생성형 AI’라는 새로운 창작 도구와 마주하고 있다. AI는 단순한 자동화 기술을 넘어 아이디어 발상과 글 콘티 구성, 캐릭터 창작, 장면 연출, 숏폼 콘텐츠 제작에 이르기까지 웹툰 제작 전반에서 새로운 가능성을 제시하고 있다. 『아이디어를 현실로 생성하는 웹툰 제작 가이드 with AI』는 웹툰에 익숙하지 않은 초보자부터 더욱 효율적인 창작 방식을 원하는 작가까지 누구나 실질적으로 따라할 수 있도록 실습 중심의 예제들로 구성한 책이다.
AI 시대에도 인간은 여전히 창작의 주체이다. 일상화된 AI와의 공존 속에서 어떤 창작자로 살아갈 것인지 고민하는 많은 독자에게 이 책은 생성형 AI를 어떻게 활용할 것인지 실질적인 도움이 될 것이다."
906,"당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략",서혜미,아티오,2025년 05월,15300,17000,10%,192,14,9.4,https://www.yes24.com/product/goods/146504169,"SNS의 영향력이 날로 커지는 요즘에는 SNS가 창업 후 마케팅 필수 도구로 활용되고 있다. 강의나 컨설팅에 가서 만난 많은 분 중에 SNS를 활용하면 장사가 잘된다는데 어떻게 해야 할지 모르겠다고 말씀하시는 분들이 많다. 무엇보다 SNS를 배우고 싶은데 시간이 없어서, 너무 어려워서 포기하시는 분들을 보면서 안타까운 마음이 들었다. 당근 비즈프로필은 누구나 쉽게 만들고 관리할 수 있다. 감성 사진을 찍을 필요도 없고, 화려한 영상 편집 기술이 없어도 당근 비즈니스에서는 가능합니다. 동네를 기반으로 하고 있기 때문에 편안하고 진솔한 모습과 정직함만 있으면 된다.
필자도 지역 사람들에게 광고하기 위해 매일 아침 전단지를 들고 주변 아파트 관리실에 가서 등록을 하고 전단지를 붙였다. 하지만 열 번 전단지를 붙였을 때보다 한 번 당근에 글을 올렸을 때 실제 고객이 더 많이 찾아오는 짜릿한 경험을 했다. 그 이후로는 전단지를 붙일 시간과 비용을 당근에 투자했다. 소식을 올리고, 후기를 쌓고, 광고를 하자 점점 문의가 많아졌습니다. 이 경험을 나누고 싶었다. 이 책에는 당근 비즈프로필을 만드는 기초부터 소식 작성 꿀팁까지 저자가 가지고 있는 모든 노하우를 담았다. 하나씩 따라 하다 보면 어느새 동네에서 유명한 가게가 되어 있을 것이다."
907,AX 기획론,노주환,공존의미학,2025년 05월,25200,28000,10%,234,0,0.0,https://www.yes24.com/product/goods/146388983,"AI는 더 이상 특별한 기술이 아니다.
이제는 서비스와 비즈니스를 혁신하는 핵심 수단이다.
『AX 기획론: 서비스 혁신을 위한 AI 실무 가이드』는 복잡한 AI 기술 설명에 머무르지 않는다. AI를 어떻게 이해하고, 어떻게 기획하고, 어떻게 실무에 적용할 것인지에 집중한 책이다. 이 책은 개발자나 엔지니어를 대상으로 하지 않는다. 기획자, 마케터, 비즈니스 리더처럼 AI를 ""이해하고 적용해야 하는 사람""을 위한 실질적인 가이드다. 회원가입, 고객 분석, 검색, 추천, 번역, 챗봇, 문서 분석, 음성 인터페이스, 위치 기반 서비스, 광고 등 10대 핵심 서비스 영역을 중심으로, ‘아이디 추천’, ‘비밀번호 추천’, ‘고객 세분화’, ‘리타겟팅 광고’ 등 총 61개의 AI 적용 기법을 하나하나 세밀하게 풀어냈다. 모든 기능별로 빠짐없이 도해(구조도)를 제작해, 복잡한 흐름도 직관적으로 이해할 수 있도록 구성했다.
이 책은 AI 기술을 추상적으로 소개하지 않는다. 실질적인 적용 가능성, 오픈소스 기반 접근법, 반복되는 핵심 구조를 통해 독자가 직접 AX(AI Transformation)의 흐름을 이해하고 기획할 수 있도록 돕는다. 또한 주요 모델과 기술의 기본 원리를 주석과 함께 설명해, 기술을 모르는 사람도 충분히 흐름을 따라올 수 있도록 했다. 『AX 기획론』은 막연한 AI 도입 압박을 넘어, ""AI로 무엇을 바꿀 것인가"" 를 기획하고 실현하려는 모든 사람들을 위한 실무형 지침서다. 지금, 서비스 혁신의 문을 여는 가장 현실적인 방법을 만나보자."
908,AI를 활용한 법률문서 작성법,김종엽,(주)박영사,2025년 05월,27000,27000,0%,1776,6,10.0,https://www.yes24.com/product/goods/146335247,"『김종엽 변호사가 공개하는 핵심 프롬프트: AI를 활용한 법률문서 작성법』은 법률 전문가들이 AI 기술을 실무에 효과적으로 활용할 수 있도록 돕기 위해 기획되었다. 본 책은 변호사, 법무사, 법률사무종사자, 법학전문대학원생 등 법률 분야에서 활동하는 모든 전문가들에게 실질적인 도움을 제공하는 것을 목표로 한다.
특히, 본 가이드는 단순한 AI 사용법을 넘어, 법률문서 작성을 위한 전문적인 프롬프트 작성 기법과 실전 전략을 상세히 다룬다. 소장, 답변서, 준비서면, 계약서, AI를 활용하여 효과적인 법률문서를 작성하는 방법, 증인신문사항 작성, 판결문 분석, 법률 자문 제공 등 실무에서 바로 활용할 수 있는 구체적인 사례와 프롬프트 예시를 제공한다. 초보자부터 AI에 이미 익숙한 전문가까지, 모든 수준의 법률 실무자들이 자신의 업무 효율성을 획기적으로 향상시킬 수 있는 실용적인 지식과 기술을 담고자 했다."
909,러닝 랭체인,"메이오 오신, 누노 캄포스, 강민혁",한빛미디어,2025년 05월,25200,28000,10%,2268,26,9.5,https://www.yes24.com/product/goods/146327472,"랭체인부터 랭그래프, RAG, AI 에이전트 그리고 MCP까지
직접 만들며 익히는 생성 AI 애플리케이션 개발의 모든 것
MCP 활용법 특별 수록: 개념 이해부터 서버 구축, 실전 활용까지
LLM 애플리케이션, 어디서부터 시작해야 할지 막막한가? 챗GPT 이후의 시대, 검색 증강 생성(RAG), 멀티 에이전트, 랭그래프, MCP 같은 용어들이 쏟아지지만 정작 무엇부터 어떻게 시작해야 할지 고민이라면, 『러닝 랭체인』이 지금 꼭 필요한 이유이다. 이 책은 LLM 기반 애플리케이션 개발의 효율을 극대화하는 랭체인과, 복잡한 아키텍처 설계를 가능하게 하는 랭그래프를 중심으로, 기초 개념부터 실전 배포·운영까지 전 과정을 체계적으로 안내한다."
910,열정민쌤의 챗GPT&AI 수업 실전서,"원정민, 권혜영, 신명진, 이채연",한빛미디어,2025년 05월,18000,20000,10%,4092,39,9.7,https://www.yes24.com/product/goods/146143006,"오늘 배워서 내일 바로 쓸 수 있는, 교사를 위한 진짜 쉬운 AI 수업 실전서!
『열정민쌤의 챗GPT & AI 수업 실전서』는 AI를 수업에 접목해온 현직 교사들이 집필한 실용적인 가이드북이다. 단순한 도구 소개를 넘어, 2022 개정 교육과정에 맞춰 교실에서 바로 활용할 수 있는 수업 사례를 중심으로 구성했다. 복잡한 이론보다 쉽고 직관적인 AI 웹/앱을 바탕으로 실습 위주로 설명했으며, 따라 하기만 해도 AI 수업을 시작할 수 있도록 안내한다.
챗GPT, 키위티, SUNO, 패들렛, 투닝 등 실제 수업에 바로 적용 가능한 도구들을 다루며, 수업용 PPT, 활동지, 프롬프트 모음 등 풍부한 자료도 함께 제공한다."
911,중고노트북 놀랍도록 저렴하게 사용하는 방법,곽영암,BOOKK(부크크),2025년 04월,8200,8200,0%,60,0,0.0,https://www.yes24.com/product/goods/146139930,"중고노트북 용도별 시세, 욕심을 버리면 (낭비하고 싶지 않다면) 2만원대 노트북도 충분히 용도에 맞게 사용이 가능함을 강조하고 싶다. 최고사양의 노트북이나 최신 스마트폰을 사면 그들의 기능이 정말로 많아서 뭐가 뭔지도 모르고 쓰는데, 큰 낭비다. 가정에서 사무실에서 인터넷 서핑, 문서작업, 영화 보는 정도로 사용한다면 굳이 고가의 최신 최고사양 컴퓨터나 노트북이 필요가 없다. 저가의 ‘중고노트북’ 활용하는 방법과 시세를 참고하고 자신의 노트북 라이프도 더 이해하고 또 즐기길 바란다."
912,코딩 자율학습 컴퓨터 구조와 운영체제,기술노트 알렉,길벗,2025년 05월,23400,26000,10%,882,20,10.0,https://www.yes24.com/product/goods/146051138,"한 권으로 끝내는 컴퓨터 구조와 운영체제,
개념 이해부터 면접까지 완벽 대비!
컴퓨터 구조와 운영체제를 누구나 쉽게 이해할 수 있도록 체계적으로 구성했다. 복잡한 기술 개념도 명확하고 간결하게 풀어 설명하고, 시각적 이해를 돕는 그림과 도표 또한 풍부하게 제공한다. 각 장마다 개념 확인을 위한 「1분 퀴즈」, 핵심을 요약한 「마무리」를 제공해 학습한 내용을 확실히 정리할 수 있다. 전공자뿐 아니라 CS 기초가 부족한 비전공자까지 개발자 취업을 준비하는 모두에게 꼭 필요한 내용을 한 권에 담았다. 전공 수업을 잘 따라 가고 싶다면, 프로그래밍 실력을 한 단계 끌어올리고 싶다면, 기술 면접을 잘 대비하고 싶다면 이 책으로 시작하자."
913,네이버 스마트스토어 운영하기,서미진,한빛미디어,2025년 05월,18900,21000,10%,1890,34,9.6,https://www.yes24.com/product/goods/146041188,"스마트스토어, 시작은 했지만 매출이 오르지 않는다면?
지금 필요한 건 ‘운영력’이다!
스마트스토어는 누구나 쉽게 시작할 수 있지만, 매출이 꾸준히 오르는 스마트스토어는 운영 방식부터 다르다. 상품을 등록했는데 주문이 들어오지 않아 상세페이지만 계속 수정하는 초보 판매자라면, 지금은 문제의 원인을 정확히 진단하고 해결책을 찾을 때다.
『네이버 스마트스토어 운영하기』에서는 스마트스토어 강사인 서미진 저자의 실전 컨설팅 사례에서 도출한 3단계 전략으로, 매출 정체를 해결하고 스토어를 지속적으로 성장시키는 비법을 안내한다. 기본 설정부터 마케팅, 고객 유입 경로 확대까지, 광고비를 쓰기 전에 내 스토어를 탄탄하게 만드는 방법을 알려준다. 특히 네이버플러스 스토어, 스마트플레이스, 쇼핑라이브 등 네이버가 제공하는 다양한 채널을 활용해 매출을 높이는 가장 효과적인 전략만 골라 담았다. 『네이버 스마트스토어 시작하기』 이후 실제 매출 향상을 원하는 모든 스마트스토어 운영자에게 꼭 필요한 책이다."
914,어른들을 위한 가장 쉬운 컴퓨터,혜지원 기획팀,혜지원,2025년 05월,13500,15000,10%,372,1,10.0,https://www.yes24.com/product/goods/146036238,"스마트한 어른들을 위한 시리즈! 컴퓨터 최신 개정판!
컴퓨터의 기초 기능을 하나씩 따라하며 익숙해지자!
이제는 컴퓨터 없이 해낼 수 없는 일이 많아졌을 정도로, 컴퓨터는 우리 생활에 깊이 들어와 있다. 컴퓨터를 통해 정보를 찾고, 보관하고, 공유하는 모든 행위가 나의 삶에 많은 영향을 미친다. 컴퓨터로 인터넷이 발전하면서 많은 정보가 실시간으로 공유된다. 컴퓨터 네트워크 기술은 우리가 사용하는 다양한 전자기기와도 접목되고 있다. 컴퓨터가 없다면 우리 생활은 마비될지도 모른다. 하지만 어르신들에게 컴퓨터는 여전히 어려운 도구이다. 컴퓨터를 써보지 않은 분들이 컴퓨터의 기능을 익히기란 쉬운 일이 아니다. 컴퓨터는 어렵지 않다. 단지 여태까지 안 해왔기 때문에 어려울 뿐이다. 『어른들을 위한 가장 쉬운 컴퓨터』를 통해 컴퓨터의 기본 기능을 익히면서, 컴퓨터에 익숙해질 수 있을 것이다."
915,LLM 엔지니어링,"폴 이우수틴, 막심 라본, 조우철",한빛미디어,2025년 05월,34200,38000,10%,1788,18,9.8,https://www.yes24.com/product/goods/145962625,"LLM 엔지니어링의 모든 것을 망라한 실전 가이드
『LLM 엔지니어링』은 프로덕션 수준의 LLM 애플리케이션을 개발하고 배포하는 데 필요한 엔지니어링 방법들을 상세히 안내한다. LLM 라이프사이클을 체계적으로 살펴보며, 데이터 엔지니어링부터 지도 학습 파인튜닝, 모델 평가, 추론 최적화, RAG 파이프라인 개발까지 핵심 개념과 실용적인 기술들을 다룬다. 이 과정에서 ‘LLM Twin’이라는 실제 프로젝트를 통해 개인의 글쓰기 스타일과 성격을 모방하는 AI를 구현하며, 데이터 수집과 전처리, 모델 파인튜닝 등 LLM 엔지니어링의 실전 노하우를 깊이 있게 익힐 수 있다. 이 책이 제시하는 실질적인 로드맵을 따라 데이터 수집부터 모델 최적화까지의 전 과정을 단계별로 학습해보며, LLM 엔지니어링 역량을 한 단계 더 높이길 바란다."
916,쓱 하고 싹 배우는 파워포인트 365,최옥주,영진닷컴,2025년 05월,12600,14000,10%,210,0,0.0,https://www.yes24.com/product/goods/145752875,"친절한 설명과 재미있는 실습 예제가 큰 그림과 큰 글씨로 담겨 있어 누구나 쉽고 빠르게 배울 수 있는 ‘파워포인트 365’
마이크로소프트 오피스 365는 월 사용료를 납부하는 구독형 오피스 프로그램으로, 클라우드 서비스를 통해 항상 최신 버전의 프로그램을 제공합니다. 파워포인트 365는 이런 마이크로소프트 오피스 365에 포함된 프레젠테이션 프로그램이다. 학교 과제나 직장 발표 등 다양한 목적에 맞게 시청각적으로 효과적인 프레젠테이션 자료를 만들어 준다. 『쓱 하고 싹 배우는 파워포인트 365』는 큰 그림과 큰 글씨, 그리고 재미있는 실습 예제를 통해 파워포인트 365의 기본 기능을 익히며 프레젠테이션 문서를 작성하는 방법을 배울 수 있도록 구성되어 있다.
먼저 파워포인트 365를 효과적으로 사용하기 위해 오피스 365를 설치하는 방법부터 텍스트, 도형, 이미지, 동영상 등 다양한 시청각 자료를 활용하여 청중을 설득하기 위한 자료를 제작하는 방법을 소개한다. 슬라이드의 삽입, 이동, 복제, 삭제와 텍스트 서식을 변경해 주는 글꼴 서식, WordArt 서식, 단락 서식과 목차 슬라이드 테마를 활용해 디자인을 설정하는 방법과 그림을 배경으로 지정하는 법, 키워드에 따라 자주 사용되는 도형 형태를 미리 만들어 둔 SmartArt를 이용해 목록형 슬라이드를 만들어 본다. 마지막으로 도형과 그림을 활용하여 목차 슬라이드를 디자인하고 유튜브에 있는 동영상을 삽입하여 슬라이드를 꾸미는 방법을 배운다."
917,DuckDB 인 액션,"마크 니드햄, 마이클 헝거, 마이클 시몬스, 김의윤",인사이트(insight),2025년 05월,25200,28000,10%,348,0,0.0,https://www.yes24.com/product/goods/145630370,"데이터 분석이 힘들어지는 순간, DuckDB가 필요하다
이제 DuckDB로 완전히 새롭게 경험해보자!
노트북 하나로 기가바이트 단위 데이터를 1초 만에 분석할 수 있다면 믿을 수 있을까? DuckDB라면 가능하다. CSV, JSON, Parquet 등 다양한 파일 형식,  심지어 압축된 파일까지 단 한 줄의 SQL만으로 바로 읽고 분석할 수 있다. 복잡한 설치 과정도, 데이터 웨어하우스 구축도 필요없다. 그냥 데이터와 노트북만 있으면 충분하다. 데이터 웨어하우스 구축이나 클라우드 서비스 이용에 드는 비용과 관리의 부담, DuckDB 앞에서는 고민할 필요가 없다. CSV, JSON, Parquet뿐 아니라 Delta Lake, Iceberg, S3, SQLite, MySQL, PostgreSQL까지 어떤 데이터든 별도 변환 없이 즉시 분석할 수 있다. 이제 당신의 데이터 분석이 놀랍도록 간단해진다.
새로운 데이터베이스를 쓰려면 복잡한 문서를 읽고 수많은 튜토리얼을 봐야 할까? DuckDB는 다르다. 이미 알고 있는 SQL 문법 그대로 사용할 수 있고 SQL만으로 부족한다면 파이썬과의 완벽한 통합으로 자유롭게 확장할 수도 있다. 로컬에서 더 큰 성능이 필요하다면 DuckDB의 클라우드 버전인 MotherDuck으로 언제든지 쉽게 확장 가능하다. 배우지 않아도 이미 할 줄 아는 데이터베이스 DuckDB는 지금 바로 쓸 수 있다."
918,디자인 감각 제대로 키우는 법,"가마타 다카시, 김현미",시프트,2025년 05월,17100,19000,10%,2256,10,9.6,https://www.yes24.com/product/goods/145572152,"디자인 감각, 타고나는 걸까?
이 책은 ‘나는 감각이 없어…’라며 주눅 들어 본 적 있는 사람을 위한 디자인 교양서다. 디자인을 전공하지 않았거나 이제 막 실무에 발을 들인 신입 디자이너, 디자인이 주업이 아니지만 디자인을 해야 하는 마케터나 기획자까지 ‘감각’을 키우고 싶은 사람이 체계적으로 감각을 기를 수 있도록 돕는다. 거리에서 영감을 수집하는 방법부터 창의적인 디자인을 위한 소묘의 필요성, 레이아웃, 색감, 폰트 등 디자인 전반에 대해 이야기하며 머리와 손으로 훈련하면서 디자인 감각을 키울 수 있도록 안내한다."
919,5차원 AI,"원동연, 민진홍",성안당,2025년 04월,20700,23000,10%,306,49,9.7,https://www.yes24.com/product/goods/145217225,"바닷 속 생태계를 유지하는 기적의 염분 농도 2.7%의 사람, AI 시대 속 ‘인간력’을 키우는 혁신적 교육법 제시
AI 시대, 정보를 넘어 깊이 있는 사고와 문제 해결력, 창조적 지성을 강화하는 인사이트를 길러준다!
인공지능(AI) 시대를 살아갈 현대인에게 인간의 고유한 창의력과 사고력을 극대화하는 새로운 교육 패러다임을 제시하는 신간 『5차원 AI』(원동연, 민진홍 저)가 출간됐다. KAIST 출신 원자력 공학자이자 글로벌 교육 혁신가 원동연 박사와 디지털 마케팅·AI 전문가 민진홍 소장이 함께 쓴 이 책은 기술 발전으로 인해 AI가 인간을 위협하는 현 시대에서 오히려 ‘인간다움’을 강화할 수 있는 해법을 담았다. 특히 책에서 소개하는 ‘5차원 소크라테스 AI’는 단순히 정보를 제공하는 수준을 넘어 스스로 생각하고 창의적 질문을 던질 수 있도록 이끄는 차세대 인공지능 교육법이다. 이는 학생, 교육자뿐 아니라 창의적 문제 해결이 중요한 기업가, 직장인들에게도 유용하게 활용될 수 있다."
920,윌 라슨의 엔지니어링 리더십,"윌 라슨, 임백준",한빛미디어,2025년 04월,23400,26000,10%,714,7,9.7,https://www.yes24.com/product/goods/144979268,"테크 리더로 성장하고 싶은 당신을 위한 필독서
윌 라슨의 엔지니어링 리더십 전략 대방출
엔지니어링 조직을 이끄는 일은 단순한 기술 관리가 아니다. 뛰어난 엔지니어였던 사람이 훌륭한 리더가 되는 것은 또 다른 도전이다. 이 책은 테크 리더가 되기 위해 갖춰야 할 핵심 역량과 리더십 전략을 소개한다. 효과적인 조직 운영, 엔지니어링 전략 수립, 성과 측정, 경영진과의 커뮤니케이션 등 실무에서 바로 적용할 수 있는 방법을 구체적으로 안내한다. 또한 리더를 꿈꾸는 엔지니어뿐만 아니라, 더 나은 협업과 기술적 성장의 방향을 고민하는 모든 개발자를 위한 실용적인 길잡이이기도 하다. 엔지니어로 일하며 팀과 조직을 더 깊이 이해하고 싶은 분들에게도 훌륭한 나침반이 되어 줄 것이다."
921,씽크톡톡 엑셀 2021,"도용화, 금미정",웰북,2025년 04월,9000,10000,10%,180,0,0.0,https://www.yes24.com/product/goods/144699966,"모든 과정의 컴퓨터 수업에 OK! 16강의 기본학습과 8강의 작품만들기로 16강 수업도, 24강 수업도 모두 OK! 기초부터 탄탄하게 배우자. 생활에서 자주 사용하는 기능을 중심으로 기초부터 활용까지 체계적으로 배울 수 있다. 다양한 예제로 만들자! 배운 기능을 익숙하게 사용할 수 있는 다양한 예제 학습으로 실력을 높일 수 있다. 나만의 작품만들기로 실력이 쑥쑥! 배운 기능을 응용한 작품만들기를 통해 바로 사용 가능한 멋진 문서를 만들 수 있다."
922,RAG 마스터 : 랭체인으로 완성하는 LLM 서비스,"브라이스 유, 조경아, 박수진, 김재웅",프리렉,2025년 04월,28800,32000,10%,2214,5,10.0,https://www.yes24.com/product/goods/144689418,"LLM 서비스 구현의 핵심, RAG
단 한 권으로 끝내는 실전 Advanced RAG의 모든 것!
이 책은 실제 RAG 기반 서비스를 구축해온 현업 개발자 겸 데이터 과학자 4인이 이론과 함께 생생한 실무 중심의 노하우를 담아냈다. RAG의 기본 원리부터 다양한 고급 기법과 랭그래프, ReAct 에이전트 활용, 그리고 RAG 성능 향상을 극대화하는 LLM과 임베딩 모델 파인튜닝까지 다룬다. 랭체인을 활용한 실습 중심 구성으로, 구글 코랩에서 바로 따라 하며 배우고 각 장의 실전 예제를 통해 나만의 RAG 시스템을 완성할 수 있다. 기초를 탄탄히 다지고 싶은 입문자부터, 고급 기법으로 LLM 시스템을 완성하고 싶은 실무 개발자까지, 이 책은 지금 가장 필요한 RAG 기술의 모든 것을 체계적으로 안내한다."
923,AI와 미디어 윤리,박선미,커뮤니케이션북스,2025년 04월,12000,12000,0%,120,0,0.0,https://www.yes24.com/product/goods/144688656,"생성형 AI 시대의 프라이버시, 저작권, 알고리즘 편향 등 주요 윤리 문제를 다양한 사례와 함께 짚고, 국제적·국내 윤리 기준과 대응 방안을 소개한다."
924,생성 AI를 활용한 나만의 콘텐츠 만들기,김민후,영진닷컴,2025년 04월,22500,25000,10%,762,5,10.0,https://www.yes24.com/product/goods/144687205,"우리는 이미 인공지능이 글도 쓰고 그림도 그리며 작곡도 하는 시대에 살고 있다. 이러한 흐름의 중심에 있는 건 바로 뭔가를 만들어 내는 AI, 즉 생성 AI이다. 최근 달리3와 챗GPT를 필두로 수많은 생성 AI가 쏟아져 나오면서 이에 대한 관심이 여느 때보다도 뜨겁다. 하지만 언어의 장벽에 가로막혀 생성 AI를 사용하지 못하거나 막상 생성 AI를 써 보고 신기함을 느끼면서도 이걸 업무에 어떤 식으로 활용하면 좋을지 고민하는 분들이 많다. 이 책은 일반 독자에서부터 크리에이터, 디자이너, 작가, 개발자, 직장인까지 모든 사람이 생성 AI의 도움을 받아 자신만의 개성 있고 매력적인 콘텐츠를 만들 수 있도록 다양한 생성 AI의 사용법을 쉽고 자세히 풀어 설명한다.
내용은 크게 7장으로 구성되어 있다. 1장에서는 AI를 활용하기에 앞서 흥미를 느낄 수 있도록 AI의 기본 개념과 역사에 관해 알아본다. 2장부터 5장까지는 주제별로 다양한 생성 AI의 사용법을 배운다. 그리고 6장에서는 다양한 분야에서의 AI 활용법을 제시하며, 7장에서는 생성 AI에 관한 현재 진행 중인 각종 논쟁과 미래 전망에 관해 다룬다. 마지막 에필로그에서는 대표적인 텍스트 생성 AI인 클로드에 탑재된 AI 언어 모델, 소네트와의 인터뷰 내용을 소개한다. 이 책의 장별 내용은 이어지는 것이 아니라 별개이므로 꼭 순서대로 읽을 필요는 없으며, 관심이 가는 부분부터 읽어도 좋다."
925,할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터,황점희,시대인,2025년 04월,10800,12000,10%,828,9,10.0,https://www.yes24.com/product/goods/144554031,"스마트폰 이용한 영상 촬영에서 편집, 유튜브 업로드까지!
스마트폰을 이용해 사진과 영상을 촬영하고 기본 앱인 포토 에디터와 비디오 에디터를 이용해 사진과 동영상을 편집하는 기본적인 방법을 소개한다. 또한 촬영된 사진과 동영상을 이용해 영상 편집 전문 앱인 ‘키네마스터’로 다양한 편집을 진행하고 유튜브에 업로드하는 방법을 소개한다. 키네마스터에서 촬영한 영상을 불러와 배경음악, 자막, 타이틀, 엔딩을 추가하는 방법을 초보자도 쉽게 이해할 수 있도록 따라 하기 방식으로 설명한다. 화려한 영상을 만들기 위해 영상 속에 또 다른 영상을 추가하고, 크로마키를 적용하는 예제를 담았다. 또한, 누구나 쉽게 만들어 볼 수 있는 움직이는 GIF 카드를 만드는 방법도 소개한다."
926,어른을 위한 이것이 인공지능이다,김명락,슬로디미디어,2025년 04월,15120,16800,10%,156,3,10.0,https://www.yes24.com/product/goods/144546046,"***** 2025년 런던 국제 도서전 출품 도서!
***** 5년간 독자들이 선택한 인공지능 분야의 최장기 베스트셀러!
***** 『이것이 인공지능이다』개정판 출간!
*****과학기술정보통신부 ‘우수과학도서’ 선정 도서!
***** 기업 · 기관 · 학교 선정 올해의 경제 경영 화제의 책!
인공지능 파도가 오고 있다! 인공지능 시대에는
어떤 직업을 갖느냐가 중요한 것이 아니라,
인공지능이 할 수 없고 인간만이 할 수 있는
역할을 얼마나 잘하느냐가 중요합니다.
지난 시간 동안 인공지능 기술은 꾸준히 발전했다. 사람들은 이 기술에 열광했고 쉽게 실망하기도 했다. 그러나 현재는 인공지능 기술이 급격하게 발전했다고 말하기보다는 사람들의 생각과 기대, 인식이 달라졌다고 보는 게 맞는 말일 것이다. 인공지능 시대가 온다고 해서 모두 컴퓨터 학원이나 대학원을 다니며 개발에 몰두해야 하는 것은 아니다. 플랫폼을 만드는 사람이 되기보다는 그것을 잘 활용할 줄 아는 사람이 되어야 한다. 인공지능 파도가 다가오고 있다. 파도의 크기가 점점 더 커져서 쓰나미처럼 우리 삶의 많은 것들을 바꿀 것이다. 파도에 빠져서 죽느냐, 서핑을 즐기며 가 보지 못했던 세계로 나아가느냐 하는 것은 자신의 선택에 달려 있다. 인공지능 파도 위에서 신나게 놀기 위해서는 어떻게 해야 하는지 이제부터 알아보자."
927,일러스트와 만화를 위한 포즈 노하우,"마츠오카 신지, 고영자",영진닷컴,2025년 04월,18000,20000,10%,444,9,9.8,https://www.yes24.com/product/goods/144220706,"일러스트와 만화에 등장하는 캐릭터는 의상을 착용한 상태에서 포즈를 취하는 경우가 많지만, 의상의 탄력이나 주름 등은 캐릭터의 신체 움직임에 따라 변화합니다. 그러므로 입고 있는 옷을 벗은 상태 즉, 소체로 포즈를 취할 수 있느냐 없느냐가 캐릭터를 그리기 위한 필요 요소가 됩니다. “옷을 입은 상태의 그림은 좋은 느낌이구나”라고 생각해도, 수영복 장면에서는 위화감이 생기는 경우가 자주 있습니다.
이 책에서는 맨몸 상태로 그릴 수 있도록 소체의 다양한 포즈의 견본이 많이 담겨 있습니다. 자연스럽고 위화감 없는 캐릭터를 그리기 위해 소체를 참고하여 포즈 그리기를 연습해 보세요. 소체가 제대로 그려지면 나머지는 머리카락이나 의상, 아이템의 옷 갈아 입히기를 해 보고 다양한 설정의 캐릭터를 만들어 봅시다. 기초를 이해하고 나서 데포르메나 앵글에 의해 보이는 방법의 효과를 추가함으로써 보는 사람의 마음을 깊게 울리는 일러스트를 그릴 수 있습니다. 소체가 제대로 그려지면 머리카락이나 의상, 아이템 등 취향에 맞게 그려서 이상적인 캐릭터를 만들어 봅시다. 신체를 그릴 수 있게 되면 머리카락의 움직임이나 의상의 주름, 손가락의 몸짓 등 캐릭터의 섬세한 표현도 할 수 있습니다."
928,"AI, 공정과 편향","박규동, 김근혜",커뮤니케이션북스,2025년 03월,12000,12000,0%,126,0,0.0,https://www.yes24.com/product/goods/144165612,"AI는 스마트폰, 자율주행, 의료, 금융 등 우리의 삶 전반을 혁신적으로 변화시키고 있다. 그러나 이 기술이 공정성을 해치고 기존의 사회적 편견을 강화한다면 어떻게 될까? 이 책은 바로 그 질문에서 출발한다. AI의 편향이 개인의 기회를 제한하고 사회 불평등을 심화하는 과정을 다양한 사례와 분석을 통해 짚어 내며, 왜 공정성과 신뢰성이 AI 시스템 설계의 핵심 과제가 되어야 하는지 설명한다. 기술을 넘어 사회 전반을 관통하는 문제의식과 성찰을 담은 이 책은 AI 시대를 살아가는 모두에게 중요한 통찰을 제공한다."
929,교사를 위한 생성형 AI 활용 수업,김종혜,생능북스,2025년 04월,14400,16000,10%,1383,15,9.6,https://www.yes24.com/product/goods/144129260,"생성형 AI를 수업에 쉽게 적용할 수 있도록 돕는 기초 안내서
인공지능 기술이 발전하면서 교육 현장에서도 이를 활용한 다양한 수업이 이루어지고 있다. 이에 따라 이 책을 통해 교사들이 쉽게 따라 할 수 있는 다양한 프로젝트 예시와 함께 인공지능 활용 수업을 진행하는 데 필요한 개념과 기술을 소개하여 교사들이 자신의 수업에 적용할 수 있도록 돕고 학생들의 창의성과 문제 해결 능력을 향상시키는 데 기여하고자 한다."
